x;y;a;z;index
1.854;-9.847;2.260;10.272;
2.601;-8.985;2.107;9.589;
3.482;-9.253;1.762;10.043;
4.459;-11.590;-0.785;12.443;
2.563;-11.341;0.708;11.649;
3.425;-8.410;3.198;9.628;
3.520;-7.740;3.237;9.098;
4.689;-5.767;4.443;8.660;
5.972;-8.430;4.252;11.172;
6.662;-7.012;2.815;10.074;
7.179;-6.572;2.011;9.939;
9.094;-5.920;3.543;11.415;
6.106;-6.380;1.417;8.944;
7.045;-5.882;2.585;9.535;
8.807;-4.273;3.543;10.410;
8.941;-4.982;3.907;10.956;
7.581;-4.790;3.486;9.621;
8.481;-4.292;2.911;9.941;
9.573;-3.813;2.911;10.708;
9.420;-5.307;3.831;11.471;
6.489;-7.031;1.130;9.634;
6.700;-4.675;2.490;8.541;
6.259;-6.552;4.463;10.101;
8.079;-6.533;4.597;11.362;
8.079;-5.633;3.850;10.575;
7.638;-5.039;3.198;9.693;
8.041;-4.273;2.030;9.329;
9.401;-4.292;2.087;10.543;
8.309;-4.177;2.509;9.632;
8.711;-5.269;2.873;10.578;
7.658;-5.097;3.275;9.765;
8.903;-5.595;3.179;10.985;
7.945;-7.185;3.888;11.396;
5.206;-9.770;3.754;11.690;
2.314;-8.544;2.854;9.301;
2.409;-8.219;4.980;9.908;
1.164;-9.100;7.202;11.664;
-0.271;-8.391;-0.230;8.399;
-0.156;-9.789;2.585;10.126;
-0.693;-12.011;3.313;12.479;
2.409;-7.855;4.731;9.481;
0.590;-9.751;3.850;10.501;
-0.482;-9.349;1.973;9.568;
1.701;-10.192;2.758;10.695;
1.586;-9.368;3.524;10.134;
2.371;-10.920;2.471;11.445;
1.452;-8.985;1.283;9.192;
1.107;-7.050;2.854;7.686;
2.237;-9.847;5.114;11.319;
1.567;-11.015;2.030;11.310;
1.413;-10.115;2.011;10.410;
1.528;-10.422;3.218;11.014;
1.624;-9.789;3.179;10.420;
1.088;-7.702;2.585;8.197;
1.394;-8.851;4.578;10.062;
-0.290;-11.111;6.704;12.981;
0.168;-8.066;1.417;8.192;
0.513;-7.108;3.677;8.020;
0.934;-9.828;5.133;11.127;
2.256;-9.809;6.321;11.886;
1.969;-8.142;4.539;9.528;
3.693;-10.096;3.696;11.368;
7.504;-8.430;2.700;11.605;
5.589;-5.499;3.984;8.795;
8.022;-5.748;6.206;11.658;
6.106;-7.817;3.064;10.382;
8.385;-4.445;7.432;12.054;
-0.808;-5.978;4.558;7.561;
-0.271;-4.465;8.370;9.491;
4.746;-6.629;3.620;8.921;
1.567;-0.921;10.496;10.652;
2.697;-2.224;8.083;8.807;
3.405;-3.028;8.619;9.750;
2.275;-3.871;8.945;10.009;
3.214;-4.216;6.991;8.774;
-1.976;-4.924;5.650;7.751;
12.446;-6.533;6.072;15.312;
8.558;-8.525;2.394;12.315;
7.638;-4.790;0.957;9.066;
7.734;-5.078;0.555;9.269;
8.136;-6.131;0.517;10.201;
7.658;-5.231;-0.497;9.287;
8.807;-5.595;-0.555;10.449;
8.979;-4.675;-0.154;10.124;
9.401;-4.924;0.210;10.614;
9.209;-4.158;0.383;10.111;
8.826;-4.484;0.766;9.929;
8.788;-5.058;0.632;10.159;
9.401;-8.430;2.988;12.976;
6.221;-7.050;0.613;9.422;
3.501;-12.356;1.800;12.968;
4.842;-6.648;5.784;10.055;
3.022;-9.004;-1.723;9.653;
0.781;-10.249;-5.190;11.515;
-0.118;-7.568;-5.190;9.178;
-1.574;-9.157;-4.654;10.392;
-1.516;-7.740;-3.600;8.670;
-1.746;-9.809;-3.351;10.512;
-2.340;-8.928;-3.639;9.921;
-1.919;-9.042;-3.562;9.906;
-1.880;-9.540;-3.313;10.273;
-1.344;-9.406;-3.524;10.134;
-0.903;-9.406;-2.853;9.871;
-0.865;-9.751;-1.723;9.940;
-0.597;-10.556;-2.547;10.876;
-1.516;-10.805;-2.700;11.240;
-0.578;-9.023;-0.402;9.051;
-1.459;-9.636;-0.555;9.762;
-1.919;-11.418;-0.631;11.596;
-1.957;-9.885;-0.134;10.078;
-1.938;-9.655;-0.039;9.848;
-2.053;-10.422;0.095;10.623;
-2.168;-9.943;0.364;10.184;
-2.206;-10.230;-0.096;10.466;
-2.225;-9.675;0.249;9.931;
-2.302;-10.307;0.402;10.569;
-2.129;-9.789;0.230;10.021;
-3.221;-9.732;0.498;10.264;
-2.493;-9.694;0.383;10.017;
-3.317;-9.540;0.593;10.118;
-2.397;-10.230;0.249;10.511;
-2.800;-10.402;1.206;10.840;
-2.033;-9.426;0.517;9.657;
-1.938;-10.153;1.226;10.409;
-2.340;-10.402;0.747;10.689;
-2.110;-9.502;0.593;9.752;
-2.551;-9.560;0.440;9.905;
-2.282;-10.230;0.498;10.494;
-2.589;-9.636;0.555;9.994;
-2.033;-9.981;0.766;10.215;
-2.417;-9.713;1.398;10.107;
-1.861;-10.517;0.689;10.703;
-2.666;-10.422;0.996;10.804;
-2.436;-10.153;1.264;10.518;
-2.742;-9.483;1.475;9.982;
-1.421;-6.208;2.700;6.918;
-1.995;-12.701;-2.872;13.174;
1.049;-9.253;0.574;9.330;
2.084;-11.705;-3.581;12.417;
3.252;-8.276;-2.662;9.282;
6.374;-7.050;0.670;9.528;
6.834;-9.100;0.804;11.409;
8.098;-8.315;1.436;11.695;
4.823;-8.410;-0.325;9.700;
3.080;-16.302;1.417;16.651;
0.954;-2.607;4.041;4.903;
-4.887;-7.434;-2.279;9.184;
-2.263;-14.406;2.087;14.732;
-2.282;-3.066;4.194;5.675;
-2.819;-8.640;3.658;9.797;
-0.578;-20.535;12.603;24.101;
1.088;-22.144;8.351;23.692;
-1.306;-11.322;8.638;14.301;
-1.899;-8.066;-2.106;8.550;
0.513;-3.986;-0.631;4.068;
6.049;-3.373;7.432;10.159;
4.114;-9.675;5.937;12.074;
4.976;-4.350;6.225;9.079;
7.179;-5.116;7.125;11.335;
8.443;-6.476;5.325;11.899;
9.247;-4.388;7.278;12.559;
8.117;-2.109;5.152;9.842;
9.994;-2.453;6.723;12.292;
7.332;-3.622;6.914;10.709;
6.106;-4.331;5.516;9.299;
8.175;-3.009;6.436;10.831;
11.642;-5.748;7.297;14.894;
1.643;0.285;8.044;8.215;
3.501;0.457;9.424;10.064;
2.084;-4.043;8.696;9.814;
2.812;-4.120;10.630;11.742;
7.217;2.487;7.240;10.521;
8.002;2.430;7.221;11.049;
5.972;1.913;5.305;8.214;
9.037;-2.377;6.263;11.249;
8.634;-2.243;5.018;10.235;
8.520;-1.457;6.033;10.541;
8.711;2.966;6.072;11.025;
8.098;0.917;3.754;8.972;
7.581;0.783;6.052;9.732;
9.401;-0.940;7.987;12.371;
7.581;-1.017;7.508;10.718;
3.329;-3.794;8.600;9.972;
1.088;-6.667;9.289;11.486;
-1.459;-4.694;6.646;8.267;
1.701;-9.904;4.443;10.988;
-2.953;-7.223;6.436;10.116;
-5.424;-4.809;1.781;7.465;
-2.551;-8.793;4.060;10.016;
-4.504;-8.985;1.072;10.108;
-1.938;-11.149;0.459;11.326;
-2.263;-10.000;-4.769;11.308;
-2.321;-8.985;-3.064;9.773;
-2.072;-8.908;-3.620;9.837;
-2.033;-7.740;-5.803;9.885;
-0.865;-8.774;-5.746;10.524;
-2.225;-7.338;-5.401;9.379;
-2.206;-9.732;-3.658;10.629;
1.164;-12.548;-0.880;12.633;
-4.485;1.223;4.827;6.702;
-3.681;-1.975;9.251;10.151;
-3.393;-4.694;8.179;10.023;
-2.551;-9.694;3.045;10.477;
-4.734;-11.054;0.574;12.039;
-4.389;-8.736;1.398;9.877;
-4.907;-8.123;4.654;10.570;
-5.749;-3.756;5.305;8.678;
-6.880;-1.381;6.493;9.561;
-6.745;-1.266;6.780;9.648;
-6.554;-1.285;4.539;8.076;
-8.642;-0.118;5.382;10.182;
-7.588;-0.634;4.769;8.985;
-7.703;-0.385;6.570;10.132;
-7.550;-2.243;5.976;9.887;
-7.454;-1.496;6.436;9.962;
-7.033;-0.921;5.918;9.238;
-5.596;-3.488;6.206;9.056;
-5.462;-6.399;4.999;9.787;
-4.294;-9.732;2.739;10.985;
-3.413;-9.368;1.877;10.146;
-2.551;-10.058;1.570;10.495;
-1.804;-9.502;1.015;9.725;
-1.938;-10.805;0.785;11.006;
-2.033;-10.364;0.842;10.596;
-1.440;-9.579;1.034;9.742;
-1.995;-10.383;1.455;10.673;
-1.344;-9.406;3.045;9.978;
-2.263;-9.636;2.777;10.281;
-2.148;-8.621;3.371;9.503;
-2.570;-8.315;3.218;9.280;
-1.689;-8.123;2.317;8.615;
-1.899;-9.483;0.306;9.677;
-1.784;-10.766;-1.321;10.993;
-2.110;-9.157;-1.704;9.551;
-2.359;-9.196;-2.987;9.953;
-1.861;-8.813;-2.681;9.398;
-2.646;-8.908;-2.509;9.626;
-2.302;-8.793;-2.011;9.310;
-2.953;-10.134;-3.332;11.069;
-1.191;-9.560;-2.489;9.951;
-1.095;-10.249;-1.283;10.387;
-0.788;-11.092;-1.244;11.190;
-0.750;-10.134;0.785;10.192;
0.571;-9.732;2.107;9.974;
1.624;-7.683;2.681;8.298;
3.827;-9.119;6.397;11.778;
6.144;-4.771;8.274;11.357;
5.838;-4.196;6.129;9.447;
8.366;-5.997;5.727;11.779;
7.179;-5.805;5.516;10.755;
6.566;-5.499;5.267;10.055;
6.547;-5.441;5.803;10.303;
6.374;-5.058;5.420;9.777;
6.432;-4.963;5.325;9.714;
6.642;-5.078;5.880;10.221;
6.527;-5.097;5.861;10.146;
6.470;-5.078;5.612;9.957;
6.432;-5.001;5.937;10.081;
6.604;-4.982;5.995;10.216;
6.451;-5.020;5.957;10.115;
6.432;-5.001;5.842;10.026;
6.432;-4.924;5.746;9.932;
6.662;-4.924;6.282;10.397;
6.527;-5.135;5.746;10.099;
6.853;-4.963;6.263;10.527;
6.374;-4.005;6.206;9.756;
8.136;-3.545;6.589;11.053;
8.692;-4.675;8.102;12.769;
4.440;-4.599;5.823;8.647;
6.087;-6.054;7.355;11.305;
1.375;-3.373;5.190;6.341;
4.478;-5.710;9.845;12.231;
7.773;-6.457;4.999;11.274;
3.942;1.894;9.577;10.528;
6.317;-10.594;5.439;13.481;
3.769;-7.070;3.007;8.558;
-1.631;-12.318;3.639;12.948;
-1.957;-10.690;4.884;11.915;
-0.195;-9.598;3.352;10.169;
-1.555;-8.851;3.141;9.520;
-0.923;-10.709;2.777;11.102;
-1.593;-9.387;2.566;9.861;
-1.880;-9.789;3.256;10.487;
-2.857;-9.272;4.405;10.656;
-3.949;-7.587;3.179;9.125;
-4.983;-7.261;5.669;10.474;
-6.209;-5.269;5.152;9.637;
-6.841;-4.024;5.976;9.936;
-6.324;-3.373;5.669;9.139;
-6.286;-4.158;6.723;10.100;
-6.324;-3.737;6.531;9.830;
-6.439;-3.584;6.512;9.835;
-6.573;-3.756;6.397;9.912;
-6.305;-5.154;6.359;10.333;
-5.903;-3.698;6.225;9.342;
-5.098;-6.361;4.712;9.416;
-3.757;-9.483;3.313;10.725;
-2.953;-10.441;1.915;11.019;
-2.800;-9.464;2.298;10.134;
-2.723;-9.330;2.356;10.001;
-2.512;-9.847;2.471;10.459;
-1.899;-10.000;2.413;10.461;
-1.440;-9.617;2.451;10.029;
-1.325;-10.000;2.336;10.355;
-1.095;-10.211;2.356;10.537;
-0.865;-9.828;2.126;10.093;
-0.846;-9.885;1.475;10.031;
-0.482;-10.115;1.743;10.276;
0.092;-10.383;2.298;10.635;
-0.271;-9.828;1.724;9.982;
0.035;-9.962;1.896;10.141;
-0.118;-9.981;1.858;10.154;
-0.271;-9.809;1.915;9.998;
-0.195;-9.924;1.953;10.117;
-0.214;-10.058;1.934;10.245;
-0.271;-10.153;1.915;10.336;
-0.041;-9.981;1.934;10.167;
-0.252;-10.077;1.781;10.237;
-0.463;-9.885;2.394;10.182;
-0.290;-9.445;2.298;9.725;
-0.367;-9.924;2.662;10.282;
-0.118;-10.058;2.375;10.336;
-0.271;-9.981;1.743;10.136;
-0.290;-10.383;1.034;10.439;
0.035;-10.173;1.436;10.274;
-0.022;-10.173;2.164;10.401;
0.149;-10.096;1.819;10.260;
0.187;-9.694;1.838;9.869;
0.322;-9.962;1.819;10.132;
0.360;-10.192;1.877;10.370;
0.149;-10.077;1.953;10.266;
0.054;-9.981;2.049;10.190;
-0.195;-10.192;1.915;10.373;
-0.137;-10.288;1.915;10.466;
-0.520;-10.249;1.877;10.433;
-0.501;-10.058;1.819;10.234;
-0.061;-10.000;1.762;10.155;
0.035;-9.560;2.662;9.924;
-0.463;-9.330;3.026;9.820;
-0.769;-9.809;3.198;10.346;
-1.650;-9.713;3.141;10.341;
-1.631;-8.870;2.585;9.382;
-1.555;-8.947;2.643;9.458;
-3.010;-8.928;6.186;11.272;
-0.750;-9.387;-0.402;9.426;
0.628;-9.445;-6.742;11.622;
-0.539;-8.123;-1.474;8.274;
1.586;-10.805;-1.302;10.998;
1.318;-9.406;10.420;14.100;
0.379;-6.840;-3.447;7.669;
-0.559;-11.437;0.689;11.472;
0.187;-14.099;2.892;14.394;
-0.884;-7.625;5.842;9.647;
-2.455;-14.406;2.700;14.862;
2.754;-2.032;13.178;13.615;
-3.489;-11.762;-0.096;12.269;
-11.247;-19.156;12.335;25.409;
4.689;6.414;4.827;9.296;
-1.670;1.760;1.455;2.829;
-0.769;-1.400;12.852;12.951;
-6.018;-11.092;13.982;18.835;
-0.156;9.115;3.237;9.674;
-2.378;1.013;3.907;4.685;
-4.562;-10.479;16.319;19.924;
7.275;-9.445;-3.658;12.471;
2.773;-14.099;-4.788;15.146;
2.084;-8.046;-8.657;12.001;
0.092;-5.556;-8.159;9.872;
0.513;-4.867;-9.136;10.364;
0.781;-4.618;-8.178;9.424;
0.609;-5.078;-8.734;10.121;
1.030;-5.537;-8.140;9.898;
1.758;-6.246;-7.699;10.069;
1.279;-6.399;-7.182;9.704;
-1.938;-17.681;-10.917;20.870;
5.972;0.591;-2.853;6.644;
1.739;-12.548;-8.868;15.464;
5.340;0.342;-2.834;6.055;
-1.037;-12.586;-8.466;15.204;
0.341;-2.875;-3.505;4.546;
-1.842;-11.647;0.862;11.824;
-0.022;-9.675;0.574;9.693;
-0.731;-9.904;1.819;10.097;
-0.635;-10.364;1.245;10.458;
-1.095;-9.540;1.800;9.770;
-1.286;-10.594;2.202;10.897;
-1.037;-9.751;1.494;9.920;
-1.133;-10.134;1.800;10.355;
-0.769;-9.904;1.340;10.024;
-2.972;-11.896;2.356;12.486;
-2.014;-10.651;1.992;11.022;
-4.217;-7.893;3.064;9.460;
-4.887;-7.012;4.922;9.864;
-5.098;-7.280;5.765;10.594;
-5.347;-5.576;5.056;9.233;
-7.588;-5.671;5.248;10.830;
-7.148;-4.886;4.099;9.580;
-6.592;-6.476;4.769;10.400;
-6.650;-5.518;5.784;10.399;
-5.864;-4.331;7.048;10.141;
-5.385;-5.001;5.267;9.042;
-3.815;-6.457;5.784;9.472;
-3.298;-11.015;4.137;12.220;
-3.183;-10.479;2.911;11.333;
-2.225;-9.636;1.551;10.011;
-2.263;-10.230;0.402;10.486;
-2.187;-10.058;1.206;10.364;
-2.723;-9.406;1.417;9.895;
-1.382;-9.943;1.685;10.180;
0.436;-10.441;0.957;10.494;
1.011;-10.422;2.011;10.663;
-0.731;-9.234;1.091;9.327;
-0.846;-10.479;0.632;10.533;
-0.367;-10.000;-0.555;10.023;
-1.076;-10.402;-0.574;10.474;
-1.267;-9.540;-0.823;9.659;
-1.248;-10.019;-0.536;10.111;
-0.731;-10.556;0.095;10.582;
-0.539;-10.230;0.402;10.253;
-0.444;-9.962;0.747;10.000;
-0.578;-10.096;0.785;10.143;
-1.057;-10.096;0.728;10.178;
-0.961;-10.115;0.325;10.166;
-0.559;-10.077;0.919;10.135;
-1.727;-10.211;0.019;10.357;
-2.838;-9.636;0.076;10.046;
-2.110;-9.694;-0.287;9.926;
-1.555;-10.422;-0.249;10.541;
-1.765;-9.981;0.421;10.145;
-2.206;-10.077;-0.077;10.316;
-2.110;-10.498;0.019;10.708;
-1.478;-10.230;0.479;10.348;
-1.191;-9.713;0.728;9.813;
-1.248;-10.517;1.666;10.722;
-1.229;-9.924;1.647;10.135;
-1.095;-9.789;1.283;9.934;
-2.014;-10.268;2.356;10.726;
-3.125;-9.502;2.643;10.347;
-4.083;-8.564;1.781;9.654;
-5.290;-7.625;2.260;9.552;
-5.251;-7.663;2.854;9.719;
-5.136;-8.257;2.413;10.020;
-4.006;-9.885;2.356;10.924;
-4.811;-8.430;1.685;9.852;
-5.232;-8.468;1.800;10.116;
-5.194;-9.311;1.302;10.742;
-5.251;-8.985;1.360;10.496;
-5.998;-8.123;1.015;10.149;
-6.190;-8.085;2.394;10.461;
-5.845;-6.744;2.720;9.330;
-5.692;-7.414;4.252;10.269;
-5.807;-6.936;4.654;10.174;
-6.305;-6.591;5.803;10.811;
-5.041;-6.495;5.554;9.923;
-5.175;-4.848;5.439;8.937;
-4.887;-6.859;5.210;9.904;
-5.232;-7.548;5.439;10.674;
-5.366;-7.146;5.286;10.383;
-5.098;-7.031;5.171;10.108;
-4.983;-6.629;5.516;9.961;
-5.290;-6.706;5.382;10.096;
-5.002;-7.012;4.788;9.855;
-4.945;-6.763;3.869;9.229;
-5.117;-6.686;4.367;9.485;
-5.577;-7.529;4.482;10.387;
-5.366;-7.414;4.041;10.005;
-5.539;-6.897;3.256;9.427;
-4.926;-9.694;2.164;11.088;
-5.060;-8.679;0.249;10.050;
-3.757;-10.211;0.613;10.898;
-3.547;-9.809;-0.593;10.448;
-2.800;-10.422;-0.154;10.793;
-1.459;-10.594;-0.154;10.696;
-0.846;-10.402;-0.173;10.438;
-0.578;-10.537;0.536;10.567;
-0.559;-10.517;0.862;10.568;
-0.731;-10.134;-0.287;10.165;
-1.459;-9.789;-1.781;10.057;
-0.846;-9.694;-1.532;9.851;
-1.555;-10.058;-0.727;10.204;
-1.401;-9.655;-0.861;9.795;
-0.712;-10.517;-0.306;10.546;
-0.808;-10.019;-0.382;10.059;
-0.693;-10.364;-0.154;10.389;
-1.210;-10.058;-0.306;10.136;
-1.459;-10.096;-0.134;10.202;
-1.267;-9.655;-0.096;9.739;
-1.401;-10.000;-0.670;10.120;
-1.861;-10.039;-0.631;10.230;
-1.995;-10.019;-0.670;10.238;
-1.995;-10.134;-0.344;10.335;
-2.244;-9.713;-0.421;9.978;
-2.014;-9.023;-0.440;9.256;
-1.267;-10.805;-0.842;10.912;
-1.191;-10.632;-0.631;10.718;
-0.654;-9.962;-1.015;10.035;
-1.018;-10.786;-0.976;10.878;
-0.271;-9.789;-0.842;9.829;
1.107;-9.866;0.115;9.929;
2.831;-8.123;1.551;8.741;
5.302;-6.380;7.374;11.099;
3.252;-3.775;6.244;7.989;
6.298;-5.192;5.363;9.767;
7.313;-5.652;6.436;11.263;
6.623;-5.058;6.072;10.311;
6.623;-4.886;5.861;10.104;
6.336;-4.943;6.014;10.037;
6.489;-4.503;6.321;10.116;
6.278;-4.292;5.957;9.660;
6.470;-4.599;6.531;10.279;
6.508;-4.656;6.665;10.414;
6.374;-4.503;6.110;9.912;
6.298;-4.177;6.685;10.090;
6.681;-4.637;6.129;10.184;
6.738;-4.503;6.397;10.325;
6.393;-4.369;6.340;10.008;
6.470;-4.388;6.512;10.175;
6.355;-4.311;6.474;10.044;
6.317;-4.273;6.665;10.129;
6.413;-4.292;6.512;10.097;
6.547;-4.445;6.474;10.224;
6.298;-4.369;6.493;10.046;
6.355;-4.388;6.397;10.028;
6.259;-4.292;6.321;9.877;
6.489;-4.407;6.685;10.306;
6.432;-4.388;6.512;10.151;
6.470;-4.273;6.301;9.991;
6.681;-4.139;6.436;10.158;
6.527;-3.871;6.359;9.901;
6.527;-3.890;6.129;9.762;
6.834;-3.660;5.957;9.777;
6.700;-3.967;6.129;9.909;
7.026;-3.947;6.072;10.090;
6.796;-4.082;6.072;9.986;
6.796;-4.082;6.416;10.199;
6.891;-4.005;6.225;10.113;
6.681;-3.986;6.570;10.183;
6.968;-3.909;6.206;10.117;
6.604;-3.392;6.244;9.701;
6.853;-3.373;6.685;10.150;
7.045;-4.369;6.493;10.530;
6.087;-5.652;5.957;10.222;
6.585;-5.882;5.976;10.662;
5.972;-5.652;5.229;9.744;
6.451;-4.809;5.957;10.011;
6.853;-4.062;5.957;9.947;
7.083;-3.584;5.708;9.777;
7.006;-4.062;5.976;10.065;
7.006;-4.139;5.880;10.039;
7.006;-3.947;6.244;10.181;
6.796;-3.756;6.359;10.036;
6.796;-3.775;6.416;10.080;
6.374;-3.756;6.512;9.856;
6.029;-4.101;6.819;9.983;
9.228;-4.024;11.128;15.006;
1.816;-5.767;5.267;8.019;
-1.861;-8.679;4.558;9.979;
-3.183;-9.598;4.558;11.092;
-3.719;-10.307;3.333;11.454;
-4.217;-9.540;4.233;11.257;
-5.232;-8.851;6.072;11.941;
-6.477;-3.813;4.961;9.006;
-7.090;-2.645;5.937;9.619;
-6.956;-3.258;5.612;9.513;
-7.358;-3.411;6.340;10.295;
-6.784;-3.449;6.416;9.955;
-6.765;-4.062;6.321;10.111;
-7.052;-3.545;6.072;9.959;
-6.975;-3.430;5.650;9.610;
-6.247;-3.947;6.570;9.888;
-5.405;-5.595;3.543;8.549;
-4.485;-8.315;3.677;10.138;
-4.198;-9.062;2.394;10.271;
-2.838;-9.004;2.126;9.678;
-2.570;-9.502;2.547;10.168;
-2.282;-9.943;3.198;10.692;
-1.804;-10.000;1.896;10.337;
-2.417;-9.253;1.685;9.711;
-3.049;-10.747;0.172;11.173;
-2.091;-9.406;0.230;9.639;
-2.263;-9.406;0.613;9.694;
-1.363;-10.402;0.517;10.504;
-1.459;-10.192;1.072;10.352;
-1.995;-10.000;1.858;10.366;
-2.321;-10.096;1.130;10.421;
-1.382;-11.437;-0.211;11.523;
-2.857;-9.349;0.613;9.796;
-2.704;-10.211;0.977;10.609;
-0.808;-10.173;1.321;10.291;
0.417;-10.211;1.877;10.391;
-0.367;-10.613;0.344;10.625;
0.168;-10.345;1.034;10.398;
-1.631;-9.636;1.436;9.879;
-0.616;-10.422;3.122;10.898;
-1.440;-9.272;2.471;9.704;
-1.689;-10.058;2.164;10.426;
-1.421;-10.230;1.858;10.495;
-1.689;-10.211;1.340;10.437;
-1.670;-10.996;1.398;11.210;
-1.804;-10.173;1.015;10.382;
-1.574;-9.981;1.283;10.186;
-1.976;-9.675;1.704;10.021;
-1.401;-9.560;2.068;9.881;
-1.440;-9.483;1.436;9.699;
-1.191;-9.962;0.517;10.047;
-1.670;-10.173;0.766;10.338;
-1.593;-11.035;0.479;11.160;
-1.382;-11.073;0.230;11.162;
-1.152;-9.349;1.053;9.479;
-1.057;-10.230;0.555;10.300;
-1.382;-10.249;0.708;10.366;
-1.555;-9.272;0.862;9.441;
-1.286;-9.789;0.325;9.879;
-1.382;-10.115;0.613;10.228;
-1.689;-9.770;0.000;9.915;
-1.574;-9.789;0.038;9.915;
-1.229;-9.713;0.325;9.796;
-1.497;-10.268;0.842;10.411;
-1.593;-10.613;0.421;10.741;
-1.306;-10.249;0.517;10.345;
-0.597;-11.015;0.344;11.037;
-2.033;-9.847;0.957;10.101;
-0.693;-9.464;0.593;9.508;
-0.923;-10.211;0.498;10.265;
-1.191;-9.828;0.919;9.943;
-1.919;-9.062;0.191;9.265;
-1.076;-9.885;-0.077;9.944;
-1.133;-10.747;-0.249;10.810;
-1.344;-9.943;-0.134;10.035;
-1.018;-9.904;-0.382;9.964;
-0.769;-9.924;0.019;9.954;
-0.003;-10.211;0.057;10.212;
-0.635;-9.789;0.306;9.815;
-0.539;-10.326;0.421;10.349;
-0.961;-10.939;-0.230;10.984;
-1.938;-9.502;0.728;9.725;
-0.463;-10.479;0.728;10.515;
-0.310;-10.364;0.708;10.393;
-0.808;-10.632;0.574;10.679;
-0.635;-9.847;0.268;9.872;
-0.731;-10.479;-0.058;10.505;
-0.539;-10.153;-0.115;10.168;
-0.769;-10.039;-0.096;10.069;
-0.654;-10.115;-0.115;10.137;
-0.616;-10.288;-0.134;10.308;
-0.712;-10.345;-0.077;10.370;
-0.693;-10.383;-0.019;10.407;
-0.559;-10.077;0.038;10.093;
-0.616;-9.981;0.038;10.001;
-0.654;-9.943;0.153;9.966;
-0.578;-10.153;0.115;10.171;
-0.578;-10.173;0.268;10.193;
-0.712;-10.019;0.287;10.049;
-0.654;-10.058;0.287;10.084;
-0.769;-10.153;0.249;10.186;
-1.114;-10.651;0.881;10.746;
-1.689;-10.517;0.881;10.689;
-5.136;-7.395;3.467;9.649;
-5.156;-8.736;2.298;10.402;
-3.240;-9.406;2.413;10.237;
-2.972;-9.100;1.475;9.687;
-2.800;-9.770;1.053;10.218;
-2.359;-9.962;1.513;10.349;
-1.938;-10.288;2.030;10.665;
-2.972;-10.498;2.241;11.139;
-3.777;-8.908;-0.670;9.699;
-1.401;-15.153;-6.972;16.739;
-0.999;-10.862;-1.570;11.021;
-0.616;-7.817;1.704;8.025;
-3.413;-10.498;-6.052;12.589;
-11.132;-6.686;-4.328;13.688;
-5.175;-7.434;-2.049;9.287;
-4.428;-5.614;-3.198;7.833;
-6.573;-6.859;-2.930;9.942;
-6.190;-7.146;-2.489;9.777;
-6.688;-7.146;-2.183;10.029;
-6.324;-6.936;-2.279;9.659;
-6.324;-7.529;-2.202;10.077;
2.735;-8.391;11.607;14.582;
2.582;-11.226;8.083;14.073;
1.260;-3.775;4.865;6.286;
6.144;-5.997;5.286;10.083;
11.795;-5.058;3.179;13.221;
7.868;-4.254;2.624;9.321;
10.263;-4.043;3.658;11.621;
8.424;-3.239;2.949;9.495;
-4.868;-7.740;3.869;9.929;
-5.730;-10.881;3.084;12.679;
-4.236;-8.851;0.095;9.813;
-2.436;-9.311;0.938;9.671;
-1.823;-10.881;0.459;11.043;
-1.421;-9.789;0.996;9.942;
-2.244;-8.506;1.877;8.996;
-3.796;-11.801;-0.287;12.400;
-3.968;-10.000;-1.647;10.884;
-0.769;-9.177;-0.995;9.263;
1.586;-10.575;1.475;10.795;
-1.344;-10.019;0.938;10.153;
-3.355;-9.445;1.264;10.103;
-0.846;-8.391;1.532;8.572;
-0.176;-9.196;-0.325;9.204;
-1.612;-6.782;1.015;7.045;
0.896;-8.947;3.371;9.603;
-0.176;-7.280;2.260;7.625;
5.493;-4.445;1.781;7.287;
4.957;-11.935;1.513;13.012;
8.883;-9.081;-11.549;17.168;
4.037;-4.560;5.152;7.977;
0.054;-10.843;-1.091;10.898;
0.973;-6.955;-1.551;7.192;
4.267;-10.632;-2.700;11.770;
4.382;-8.257;-2.528;9.684;
4.593;-11.130;-4.347;12.801;
3.367;-7.185;2.758;8.401;
2.563;-8.315;-3.620;9.424;
-4.581;-7.319;4.271;9.634;
-4.543;-7.587;5.171;10.245;
-5.864;-5.959;5.325;9.913;
-6.190;-4.292;5.114;9.105;
-6.956;-3.679;5.056;9.354;
-6.784;-4.158;5.957;9.940;
-7.109;-2.836;5.688;9.537;
-6.841;-2.722;6.206;9.630;
-6.573;-2.817;6.340;9.558;
-6.554;-2.702;6.493;9.614;
-6.880;-2.262;6.263;9.575;
-6.994;-3.124;6.570;10.092;
-6.267;-3.354;5.957;9.275;
-5.711;-4.752;4.712;8.798;
-5.251;-8.334;4.712;10.920;
-3.738;-9.349;2.988;10.503;
-3.164;-10.728;1.379;11.270;
9.209;-3.718;1.685;10.073;
9.496;-3.507;1.360;10.214;
9.420;-3.315;3.926;10.730;
-1.114;-10.192;0.287;10.257;
-1.401;-10.173;-0.421;10.278;
-1.689;-10.307;-0.192;10.447;
-1.516;-9.655;1.551;9.896;
-1.746;-9.847;1.589;10.127;
-1.535;-10.134;1.589;10.373;
-2.876;-10.460;0.919;10.888;
-3.547;-10.173;0.076;10.774;
-4.255;-9.426;0.249;10.345;
